target,family,eps0,lam,c_o,F,p_bar_low,p_bar_high,finding,within_stated_assumptions,diagnosis_hint
P2/H2 single-threshold participation,linear,,0.7,2.0,0.5,2.0532820951597768,33.28005123817382,"COUNTEREXAMPLE: linear demand is log-concave (H2 sufficient condition holds) and A1-A4 hold, but Pi_O < 0 for p > p_bar_high (demand vanishes near the choke price); the biconditional in P2 fails on [c_g, inf)",True,"proposition-domain issue: restrict P2 to p in [c_g, p_O_max] (or below the choke price), or restate participation as an interval"
P2/H2 single-threshold participation,ces,2.2,0.3,2.0,0.1047625157501835,2.2981684570896332,10.58496963783765,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.2,0.3,3.0,0.06440156306664888,3.4472526856344565,15.877454456756292,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.2,0.5,1.5,0.31018020693489373,1.723626342817223,7.938727228378238,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.2,0.5,2.0,0.2196279447135761,2.298168457089633,10.584969637837652,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.2,0.5,3.0,0.13501377693524003,3.447252685634456,15.877454456756292,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.2,0.7,1.5,0.9542921042857722,1.723626342817223,7.938727228378242,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.2,0.7,2.0,0.6757014433376474,2.2981684570896332,10.584969637837654,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.2,0.7,3.0,0.41537976446751124,3.447252685634456,15.877454456756297,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.3,1.5,0.13882836555722172,1.709916098047022,7.16498348297592,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.3,2.0,0.09551198106639637,2.279888130729363,9.553311310634562,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.3,3.0,0.05638183630303641,3.4198321960940437,14.32996696595184,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.5,1.5,0.301004295143395,1.709916098047022,7.164983482975919,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.5,2.0,0.2070867608593293,2.279888130729363,9.55331131063456,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.5,3.0,0.12224573002187107,3.4198321960940437,14.329966965951844,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.7,1.5,0.9745964314879949,1.709916098047022,7.16498348297592,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.7,2.0,0.6705087648193276,2.279888130729363,9.553311310634559,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.3,0.7,3.0,0.3958091434781798,3.4198321960940437,14.329966965951842,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.3,1.5,0.13070109180882455,1.6978100492437134,6.547234782694856,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.3,2.0,0.08737053281896909,2.2637467323249543,8.729646376926476,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.3,3.0,0.049526452528907965,3.3956200984874263,13.094469565389712,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.5,1.5,0.2930802147524573,1.6978100492437131,6.547234782694859,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.5,2.0,0.19591706669960046,2.2637467323249543,8.729646376926478,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.5,3.0,0.1110566342041812,3.3956200984874263,13.094469565389717,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.7,1.5,0.9986734407498477,1.6978100492437131,6.547234782694857,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.7,2.0,0.6675891488197667,2.2637467323249543,8.729646376926478,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.4,0.7,3.0,0.3784264696696211,3.395620098487426,13.094469565389717,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.3,1.5,0.12341697077852318,1.687039367599688,6.0440856605709845,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.3,2.0,0.08016167396424209,2.249385823466253,8.058780880761311,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.3,3.0,0.043634488475497855,3.3740787351993764,12.088171321141969,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.5,1.5,0.2862167011199731,1.6870393675996882,6.044085660570981,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.5,2.0,0.185903200617956,2.249385823466253,8.05878088076131,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.5,3.0,0.10119288512538814,3.3740787351993764,12.088171321141964,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.7,1.5,1.0264004785593344,1.6870393675996882,6.044085660570981,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.7,2.0,0.6666666666666664,2.249385823466253,8.05878088076131,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5,0.7,3.0,0.36288736930121146,3.3740787351993764,12.088171321141964,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.3,1.5,0.1168504403415023,1.6773926210723347,5.627306303283991,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.3,2.0,0.07374428594370148,2.2365234947631176,7.503075071045679,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.3,3.0,0.038546270101977115,3.3547852421446764,11.25461260656798,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.5,1.5,0.2802613735253278,1.6773926210723347,5.627306303283992,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.5,2.0,0.17687288817931549,2.2365234947631176,7.503075071045677,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.5,3.0,0.0924517748626868,3.354785242144676,11.25461260656798,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.7,1.5,1.0577182434561987,1.6773926210723347,5.62730630328399,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.7,2.0,0.6675257394438738,2.2365234947631176,7.503075071045679,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.5999999999999996,0.7,3.0,0.34891689740231613,3.354785242144676,11.254612606567981,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.3,1.5,0.11089990114317333,1.6687011233487157,5.2770556169716984,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.3,2.0,0.06800413279883759,2.224934831131602,7.036074155962263,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.3,3.0,0.03413344843323033,3.3374022466974416,10.554111233943399,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.5,1.5,0.2750912997967963,1.6687011233487157,5.2770556169716984,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.5,2.0,0.16868676247992984,2.224934831131602,7.036074155962265,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.5,3.0,0.0846692792261543,3.337402246697442,10.554111233943397,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.7,1.5,1.0926183230934934,1.6687011233487157,5.2770556169716984,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.7,2.0,0.6699966436053674,2.224934831131602,7.036074155962264,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.7,0.7,3.0,0.33629273609871124,3.3374022466974416,10.5541112339434,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.3,1.5,0.10548221658923203,1.6608285795669628,4.979022745159818,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.3,2.0,0.06284771922261888,2.2144381060892937,6.638696993546424,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.3,3.0,0.03029181216937295,3.3216571591339408,9.958045490319636,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.5,1.5,0.27060620286582815,1.6608285795669628,4.979022745159818,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.5,2.0,0.16123080465628684,2.2144381060892937,6.638696993546425,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.5,3.0,0.0777112250209927,3.3216571591339408,9.958045490319636,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.7,1.5,1.1311344935554386,1.6608285795669628,4.979022745159819,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.7,2.0,0.6739451004412097,2.2144381060892937,6.638696993546424,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.8,0.7,3.0,0.3248330830068842,3.3216571591339403,9.958045490319638,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.3,1.5,0.1005286716527241,1.6536636196647876,4.722651323644755,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.3,2.0,0.05819777008019773,2.204884826219728,6.296868431526342,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.3,3.0,0.026935990625353554,3.307327239329594,9.44530264728951,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.5,1.5,0.266723479141721,1.6536636196647876,4.722651323644755,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.5,2.0,0.1544107910597232,2.204884826219728,6.296868431526341,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.5,3.0,0.07146678669486228,3.307327239329594,9.44530264728951,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.7,1.5,1.1733366093870856,1.6536636196647876,4.722651323644755,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.7,2.0,0.6792646624803781,2.204884826219728,6.296868431526341,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,2.9,0.7,3.0,0.31438776014084774,3.307327239329594,9.44530264728951,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.3,1.5,0.09598195539238624,1.647114317029975,4.5,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.3,2.0,0.053989849908217286,2.196152422706658,5.999999999999998,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.3,3.0,0.02399548884809656,3.2942286340599263,9.0,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.5,1.5,0.2633744855967078,1.647114317029975,4.5,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.5,2.0,0.14814814814814814,2.1961524227066573,6.000000000000001,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.5,3.0,0.06584362139917695,3.2942286340599263,9.000000000000002,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.7,1.5,1.2193263222069803,1.647114317029975,4.499999999999999,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.7,2.0,0.6858710562414263,2.1961524227066573,6.0,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P2/H2 single-threshold participation,ces,3.0,0.7,3.0,0.3048315805517451,3.2942286340599267,8.999999999999996,"participation set is bounded interval [p_bar_low, p_bar_high]; 1[p>=p_bar] form fails above p_bar_high",False,missing curvature condition: H2 requires log-concave demand; CES is log-convex
P6 wedge direction,ces,0.3,0.7,2.0,0.5,,,"p_cost=1.0000 (LOWER_CORNER), p_SB=2.4535 (AT_KINK), wedge=-1.4535 -> consistent",True,
P6 wedge direction,ces,0.4,0.7,2.0,0.5,,,"p_cost=1.0000 (LOWER_CORNER), p_SB=2.4400 (AT_KINK), wedge=-1.4400 -> consistent",True,
P6 wedge direction,ces,0.5,0.7,2.0,0.5,,,"p_cost=1.0000 (LOWER_CORNER), p_SB=2.4265 (AT_KINK), wedge=-1.4265 -> consistent",True,
P6 wedge direction,ces,0.6000000000000001,0.7,2.0,0.5,,,"p_cost=1.0000 (LOWER_CORNER), p_SB=2.4085 (AT_KINK), wedge=-1.4085 -> consistent",True,
P6 wedge direction,ces,0.7,0.7,2.0,0.5,,,"p_cost=1.0000 (LOWER_CORNER), p_SB=2.3950 (AT_KINK), wedge=-1.3950 -> consistent",True,
P6 wedge direction,ces,0.8,0.7,2.0,0.5,,,"p_cost=1.0000 (LOWER_CORNER), p_SB=2.3815 (AT_KINK), wedge=-1.3815 -> consistent",True,
P6 wedge direction,ces,0.9000000000000001,0.7,2.0,0.5,,,"p_cost=1.0000 (LOWER_CORNER), p_SB=2.3635 (AT_KINK), wedge=-1.3635 -> consistent",True,
P6 wedge direction,ces,1.0,0.7,2.0,0.5,,,"p_cost=3.2815 (INTERIOR_ORIGINATOR), p_SB=2.3500 (AT_KINK), wedge=+0.9315 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.1,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=2.3365 (AT_KINK), wedge=+7.6635 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.2,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=2.3230 (AT_KINK), wedge=+7.6770 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.3,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=2.3095 (AT_KINK), wedge=+7.6905 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.4000000000000001,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=2.2960 (AT_KINK), wedge=+7.7040 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.5000000000000002,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=2.2825 (AT_KINK), wedge=+7.7175 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.6,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=2.2690 (AT_KINK), wedge=+7.7310 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.7000000000000002,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=2.2555 (AT_KINK), wedge=+7.7445 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.8,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=2.2420 (AT_KINK), wedge=+7.7580 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,1.9000000000000001,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=6.6655 (INTERIOR_ORIGINATOR), wedge=+3.3345 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,2.0,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=6.6655 (INTERIOR_ORIGINATOR), wedge=+3.3345 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,2.1,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=6.6655 (INTERIOR_ORIGINATOR), wedge=+3.3345 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,2.2,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=6.6655 (INTERIOR_ORIGINATOR), wedge=+3.3345 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,2.3,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=6.6655 (INTERIOR_ORIGINATOR), wedge=+3.3345 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
P6 wedge direction,ces,2.4,0.7,2.0,0.5,,,"p_cost=10.0000 (UPPER_CORNER), p_SB=6.6655 (INTERIOR_ORIGINATOR), wedge=+3.3345 -> REVERSED",False,"elastic demand (eps0 > 1): E_I is decreasing in p, so the cost-minimizer sits at the UPPER price corner, above p_SB; outside P6's stated inelastic domain"
